0,0
"EastFront: The War in Russia,  1941-45",1
"EastFront: The War in Russia,  1941-45, MedFront: War in North Africa 1940-43, VolgaFront: East of EastFront 1942-43, WestFront: The War in Europe,  1943-45",2
Elfenland,3
Civilization,4
CATAN,5
El Grande,6
"Bohnanza, Bohnanza, Bohnanza Fun & Easy",7
Illuminati,8
"Al Cabohne, Bohnanza, Bohnanza, Bohnanza Fun & Easy",9
Svea Rike,10
Canyon,11
Hacker,12
"Caesar: Conquest of Gaul, CAESAR: The Great Battles of Julius Caesar - The Civil Wars 48-45 B.C., Cataphract, The Great Battles of Alexander, The Great Battles of Alexander: Deluxe Edition, SPQR, SPQR (Deluxe Edition)",13
Deadwood Studios USA,14
Supremacy: The Game of the Superpowers,15
PitchCar,16
Block Mania,17
Mississippi Queen,18
RoboRally,19
Up Front,20
Ambush!,21
Maul of America,22
Battle Hymn,23
Modern Naval Battles,24
Blood Bowl (Third Edition),25
Chess,26
Kremlin,27
Talisman,28
DungeonQuest,29
Advanced Heroquest,30
HeroQuest,31
Divine Right,32
Risk: Édition Napoléon,33
War Galley: Naval Warfare in the Ancient World,34
Babylon 5 Component Game System: Core Sets,35
Primordial Soup,36
Chainsaw Warrior,37
The New Dungeon!,38
Starship Command,39
"Advanced Civilization, Civilization",40
Der Herr der Wichtel,41
Kill Doctor Lucky,42
Blood Bowl (Second Edition),43
Groo: The Game,44
Last Frontier: The Vesuvius Incident,45
The Lord of the Rings,46
Roads & Boats,47
Frag,48
Gammarauders,49
Fire On The Suns: Tactical Command!,50
Bohnanza,51
Samarkand,52
Squad Leader,53
"Carcassonne, Carcassonne Big Box 4, Carcassonne: 10 Year Special Edition, Carcassonne: Wheel of Fortune",54
Kontor,55
Super Giant Monster Showdown,56
Web of Power,57
Hossa!,58
"Cosmic Encounter, Simply Cosmic",59
Chez Geek,60
Knights of the Dinner Table: Orcs at the Gates,61
The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,62
"Starfire, Starfire II",63
Starfire (3rd Edition),64
"Starfire, Starfire (2nd Edition)",65
Catan Card Game,66
Dune,67
Trivial Pursuit: Genus Edition,68
Save Doctor Lucky,69
"Carcassonne, Carcassonne: 10 Year Special Edition, Carcassonne: 20th Anniversary Edition, Carcassonne: Wheel of Fortune",70
TurfMaster,71
Battlecars,72
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,73
Beutelschneider,74
Queen Victoria's Navy,75
The Mystic Wood,76
Monopoly,77
"Trivial Pursuit: Genus Edition, Trivial Pursuit: Pocket Player Set - Boob Tube, Trivial Pursuit: Pocket Player Set - TP's People",78
Air Force,79
Air Superiority,80
Drakon (Second Edition),81
Zombies!!!,82
Talisman (Third Edition),83
Risk,84
"La Cité médiévale fortifiée, Cry Havoc, Siege",85
Car Wars,86
Heroes of Asfar,87
Warhammer Quest,88
Minion Hunter,89
The Sorcerer's Cave,90
Hard Vacuum,91
Munchkin,92
Castle of Magic,93
"Space Marine, Titan Legions",94
The Starfarers of Catan,95
"CATAN, CATAN: Cities & Knights",96
"CATAN, CATAN: 5-6 Player Expansion, CATAN: Seafarers",97
Man O' War,98
