0,0
"226312, 226085, 226312, 226085",1
"1778, 1777, 1778, 1777",2
"13530, 13530",3
"191543, 191543",4
"143347, 131240, 143347, 131240",5
"193350, 150541, 150540, 253792, 152421, 193350, 150541, 150540, 253792, 152421",6
"79, 79",7
"78, 78",8
"83, 83",9
"82, 82",10
"23418, 23418",11
"3618, 3618",12
"446799, 446799",13
"527, 31999, 7854, 527, 31999, 7854",14
"293524, 293524",15
"440015, 440015",16
"9787, 9787",17
"58601, 306919, 58601, 306919",18
"5034, 5034",19
"429855, 429855",20
"338732, 287470, 437342, 423326, 338732, 287470, 437342, 423326",21
"42040, 42040",22
"361215, 366409, 240480, 242690, 242694, 231392, 242693, 242692, 289793, 289787, 289792, 362914, 289789, 289790, 289788, 369934, 282781, 283160, 183750, 210402, 203381, 210396, 210412, 210400, 210390, 248927, 210397, 210410, 210405, 210401, 238506, 210465, 210399, 210406, 207905, 212298, 265960, 297821, 256727, 342089, 376416, 280890, 218575, 242683, 242689, 281319, 416130, 277273, 312887, 303552, 281318, 371042, 400786, 361215, 366409, 240480, 242690, 242694, 231392, 242693, 242692, 289793, 289787, 289792, 362914, 289789, 289790, 289788, 369934, 282781, 283160, 183750, 210402, 203381, 210396, 210412, 210400, 210390, 248927, 210397, 210410, 210405, 210401, 238506, 210465, 210399, 210406, 207905, 212298, 265960, 297821, 256727, 342089, 376416, 280890, 218575, 242683, 242689, 281319, 416130, 277273, 312887, 303552, 281318, 371042, 400786",23
"2346, 217083, 378284, 19764, 108, 31999, 7854, 528, 2346, 217083, 378284, 19764, 108, 31999, 7854, 528",24
"3772, 3772",25
"423561, 423561",26
"427150, 427150",27
"2455, 418247, 1213, 338472, 1212, 12367, 2455, 418247, 1213, 338472, 1212, 12367",28
"5736, 7103, 7104, 5736, 7103, 7104",29
"9825, 9825",30
"45748, 358124, 401313, 45748, 358124, 401313",31
"4695, 4695",32
"16000, 15999, 386631, 16000, 15999, 386631",33
"8191, 8191",34
"13648, 13648",35
"438943, 438943",36
"342068, 342068",37
"2458, 2458",38
"418247, 1213, 338472, 713, 12367, 418247, 1213, 338472, 713, 12367",39
"418247, 1212, 713, 12367, 418247, 1212, 713, 12367",40
"256515, 256515",41
"147919, 5573, 5235, 352996, 5571, 6926, 147919, 5573, 5235, 352996, 5571, 6926",42
"320582, 320582",43
"62230, 62230",44
"3969, 7113, 316424, 316426, 316414, 316451, 316428, 316417, 316446, 316430, 316431, 316432, 316452, 316453, 316433, 316512, 316438, 316454, 316455, 316418, 316440, 316419, 316511, 316441, 316443, 316449, 316425, 316427, 316456, 316516, 316457, 316518, 316517, 107996, 316509, 316508, 316507, 316506, 316505, 316513, 316458, 316459, 316460, 316514, 316461, 316462, 316434, 316435, 316436, 316437, 325637, 316420, 316463, 316421, 316464, 316439, 316524, 316515, 316465, 316466, 316467, 316447, 316468, 316469, 316470, 316471, 316472, 316473, 316444, 316448, 24894, 132263, 46313, 154227, 35904, 3969, 7113, 316424, 316426, 316414, 316451, 316428, 316417, 316446, 316430, 316431, 316432, 316452, 316453, 316433, 316512, 316438, 316454, 316455, 316418, 316440, 316419, 316511, 316441, 316443, 316449, 316425, 316427, 316456, 316516, 316457, 316518, 316517, 107996, 316509, 316508, 316507, 316506, 316505, 316513, 316458, 316459, 316460, 316514, 316461, 316462, 316434, 316435, 316436, 316437, 325637, 316420, 316463, 316421, 316464, 316439, 316524, 316515, 316465, 316466, 316467, 316447, 316468, 316469, 316470, 316471, 316472, 316473, 316444, 316448, 24894, 132263, 46313, 154227, 35904",45
"21369, 21369",46
"163867, 163867",47
"7739, 8679, 2875, 7739, 8679, 2875",48
"64222, 148057, 64222, 148057",49
"308042, 278782, 308041, 199729, 308042, 278782, 308041, 199729",50
"8196, 7470, 3616, 8196, 7470, 3616",51
"4671, 4671",52
"40529, 40529",53
"10642, 10641, 6928, 10642, 10641, 6928",54
"321145, 321145",55
"23605, 23605",56
"31, 1778, 31, 1778",57
"31, 1777, 31, 1777",58
"4266, 4266",59
"6937, 6937",60
"403353, 444548, 403353, 444548",61
"320900, 320900",62
"247840, 161562, 247840, 161562",63
"197414, 146735, 356315, 112991, 258610, 312346, 284227, 208256, 22948, 193286, 144325, 171199, 181192, 129359, 325670, 404495, 220141, 229640, 302244, 257700, 260918, 263164, 275273, 181268, 197414, 146735, 356315, 112991, 258610, 312346, 284227, 208256, 22948, 193286, 144325, 171199, 181192, 129359, 325670, 404495, 220141, 229640, 302244, 257700, 260918, 263164, 275273, 181268",64
"425855, 159064, 425855, 159064",65
"2103, 2103",66
"2102, 2102",67
"324803, 324803",68
"362636, 362636",69
"316664, 316664",70
"8630, 8630",71
"369241, 426843, 310953, 364609, 424555, 410240, 369241, 426843, 310953, 364609, 424555, 410240",72
"31074, 31074",73
"21691, 21691",74
"322965, 322965",75
"17272, 17272",76
"2639, 2639",77
"7999, 7999",78
"2288, 2288",79
"2287, 2287",80
"13956, 13956",81
"2678, 2678",82
"419170, 419170",83
"173264, 173264",84
"8976, 8976",85
"713, 713",86
"1126, 1126",87
"33040, 40416, 153802, 10167, 277371, 33040, 40416, 153802, 10167, 277371",88
"13493, 30261, 6584, 66641, 13493, 30261, 6584, 66641",89
"307511, 223931, 204305, 296345, 238065, 6266, 307511, 223931, 204305, 296345, 238065, 6266",90
"9376, 9376",91
"3605, 3605",92
"2238, 2238",93
"203780, 203780",94
"2376, 2376",95
"228075, 228075",96
"6924, 6924",97
"172555, 172555",98
"7739, 1499, 255484, 7739, 1499, 255484",99
"2891, 2891",100
"2888, 2888",101
"8402, 8402",102
"292908, 292908",103
"289517, 338731, 29338, 21459, 275452, 209772, 89950, 216557, 340510, 302337, 289517, 338731, 29338, 21459, 275452, 209772, 89950, 216557, 340510, 302337",104
"8037, 8037",105
"10096, 10096",106
"302337, 302337",107
"18248, 18247, 6750, 6555, 18248, 18247, 6750, 6555",108
"222193, 319313, 222192, 222191, 427159, 222190, 370813, 222193, 319313, 222192, 222191, 427159, 222190, 370813",109
"3464, 3464",110
"3463, 3463",111
"192382, 192086, 192382, 192086",112
"2579, 2580, 5511, 2579, 2580, 5511",113
"1540, 1540",114
"98, 98",115
"8046, 8046",116
"95607, 282074, 14441, 431334, 95607, 282074, 14441, 431334",117
"200111, 147919, 258653, 200111, 147919, 258653",118
"647, 647",119
"257965, 257965",120
"13493, 13493",121
"1421, 316424, 316426, 316414, 316451, 316428, 316417, 316446, 316430, 316431, 316432, 316452, 316453, 316433, 316512, 316438, 316454, 316455, 316418, 316440, 316419, 316511, 316441, 316443, 316449, 316425, 316427, 316456, 316516, 316457, 316513, 316458, 316459, 316460, 316514, 316461, 316462, 316434, 316435, 316436, 316437, 325637, 316420, 316463, 316421, 316464, 316439, 316524, 316515, 316465, 316466, 316467, 316447, 316468, 316469, 316470, 316471, 316472, 316473, 316444, 316448, 1421, 316424, 316426, 316414, 316451, 316428, 316417, 316446, 316430, 316431, 316432, 316452, 316453, 316433, 316512, 316438, 316454, 316455, 316418, 316440, 316419, 316511, 316441, 316443, 316449, 316425, 316427, 316456, 316516, 316457, 316513, 316458, 316459, 316460, 316514, 316461, 316462, 316434, 316435, 316436, 316437, 325637, 316420, 316463, 316421, 316464, 316439, 316524, 316515, 316465, 316466, 316467, 316447, 316468, 316469, 316470, 316471, 316472, 316473, 316444, 316448",122
"316358, 316356, 316355, 316357, 316354, 316358, 316356, 316355, 316357, 316354",123
"6516, 6516",124
"5278, 5278",125
"333220, 333218, 333219, 333220, 333218, 333219",126
"7259, 7259",127
"197414, 22948, 237991, 197414, 22948, 237991",128
"99358, 99358",129
"367432, 367432",130
"1789, 1789",131
"4289, 4291, 4289, 4291",132
"4291, 4288, 4291, 4288",133
"4289, 4288, 4289, 4288",134
"35823, 298127, 35823, 298127",135
"4364, 14559, 4364, 14559",136
"14559, 4363, 14559, 4363",137
"10908, 10908",138
"6883, 6883",139
"422751, 422751",140
"1552, 1552",141
"8385, 8385",142
"30331, 861, 30331, 861",143
"13805, 7467, 13805, 7467",144
"22447, 22447",145
"305840, 305840",146
"102197, 102197",147
"26291, 314549, 26291, 314549",148
"25491, 25491",149
"2346, 527, 217083, 19764, 108, 31999, 7854, 528, 2346, 527, 217083, 19764, 108, 31999, 7854, 528",150
"24703, 54361, 368557, 27976, 416118, 24703, 54361, 368557, 27976, 416118",151
"300192, 383492, 300192, 383492",152
"214988, 214988",153
"415259, 415259",154
"437382, 43262, 437382, 43262",155
"2346, 527, 217083, 19764, 108, 7854, 528, 2346, 527, 217083, 19764, 108, 7854, 528",156
"40834, 40834",157
"415714, 381308, 121288, 92828, 329845, 415714, 381308, 121288, 92828, 329845",158
"97786, 97786",159
"36218, 209418, 275626, 36218, 209418, 275626",160
"158889, 82420, 93260, 82421, 158889, 82420, 93260, 82421",161
"423691, 200456, 341554, 312958, 144864, 172155, 249552, 261321, 185123, 215616, 122294, 157026, 95064, 138233, 271064, 108784, 230273, 241203, 213788, 180616, 423691, 200456, 341554, 312958, 144864, 172155, 249552, 261321, 185123, 215616, 122294, 157026, 95064, 138233, 271064, 108784, 230273, 241203, 213788, 180616",162
"403240, 403240",163
"259970, 259970",164
"145976, 145976",165
