0,0
"351605, 439086",1
443092,2
"17419, 298278, 305668, 338697, 182880, 191710, 269980, 394723, 265030, 152959",3
"7159, 157432",4
176068,5
"301201, 171908, 147170",6
60056,7
"155986, 363727",8
32928,9
15471,10
"195274, 169776, 7159, 149072, 96628, 157432, 188909",11
"154432, 159985",12
"35863, 7159, 2883",13
386007,14
313051,15
"13454, 347606",16
"155192, 30966",17
12947,18
260927,19
"22766, 250661",20
376665,21
2704,22
"35863, 96628",23
"160001, 428019, 147369, 373833, 237073",24
"298278, 358860, 217947",25
"171908, 147170, 583",26
240663,27
163105,28
"246912, 406321",29
168425,30
"1494, 351605",31
193337,32
"324559, 221344",33
"171908, 147170",34
307783,35
4385,36
"142057, 141008, 141007, 140711, 164127, 230914, 364405, 161729, 154094, 147782, 89952, 329954, 301201, 160094, 316344",37
276502,38
"174239, 12677, 18793",39
153912,40
"17419, 358860",41
406077,42
96628,43
168421,44
431000,45
"315730, 337824",46
"159081, 160001, 332581",47
159999,48
324559,49
237073,50
305055,51
"329131, 432042",52
159985,53
"174239, 439086, 111734",54
"255484, 150446",55
129442,56
207599,57
"35863, 352837, 16717, 133641, 337075",58
345085,59
143136,60
215506,61
130775,62
"190553, 419687, 145534, 184513, 145535, 401711",63
261955,64
314892,65
344844,66
"35863, 195274, 169776, 7159, 2883, 143590, 438049, 186430, 384003, 149072, 7158, 96628, 157432, 12499, 130775",67
160696,68
"7159, 159081, 317608, 149072, 7158, 96628, 7157, 12499, 272748, 130775, 242290",69
5811,70
"314892, 337824, 349555",71
144845,72
"160001, 96628, 147369",73
221344,74
373833,75
12541,76
"7159, 317608, 96628",77
17728,78
150620,79
7159,80
"7159, 2883, 186430, 149072, 96628, 12499",81
"352837, 16717, 7159, 317608, 328628, 337075",82
"160001, 332581",83
194924,84
"2883, 96628",85
8257,86
227650,87
146115,88
154432,89
315730,90
"142057, 164127, 230914, 364405, 154094, 329954, 316344",91
407181,92
"154597, 427593",93
92678,94
18272,95
"7159, 96628, 7157, 14170",96
"305668, 191710, 269980, 394723, 265030, 152959",97
349555,98
22094,99
258379,100
"16717, 7159",101
"5811, 349795",102
33023,103
"142057, 141008, 141007, 140711, 164127, 230914, 364405, 154094, 160094, 160095",104
338556,105
"108687, 165332, 318985, 367272",106
20741,107
146392,108
"192814, 159908",109
"8706, 141567",110
"438049, 438102",111
363727,112
256885,113
393762,114
137827,115
"35863, 7159, 2883, 317608, 96628, 59092, 7157, 133641, 12499, 130775",116
"190553, 440169, 14337, 419687, 401711",117
"128666, 30933, 153967",118
146934,119
31824,120
298529,121
2883,122
7158,123
16717,124
333145,125
311862,126
316170,127
"35863, 352837, 7159, 2883, 420548",128
202821,129
40249,130
238250,131
186430,132
159982,133
"142057, 141008, 141007, 140711, 164127, 230914, 364405, 161729, 154094, 160094, 160095",134
"45358, 326355, 433587, 140709, 251830",135
160069,136
60153,137
429152,138
329841,139
358526,140
375769,141
"176103, 418113",142
383037,143
151377,144
309109,145
188076,146
"25031, 358526",147
213984,148
25031,149
216727,150
106645,151
440147,152
140068,153
214000,154
270439,155
260678,156
"142131, 142132, 149083",157
"102696, 358526",158
425064,159
177352,160
140135,161
286749,162
161617,163
"174610, 383197",164
255524,165
"140135, 241989",166
185257,167
"139991, 290829",168
142131,169
"261588, 158976",170
336755,171
319765,172
"140135, 241991",173
"271320, 363622",174
"172592, 142132, 275626, 177903",175
289843,176
248562,177
170815,178
201856,179
"70918, 272743, 290357",180
365056,181
"371095, 139993, 229130, 360918, 257180",182
"389337, 157820, 232894",183
269476,184
255924,185
255262,186
"181289, 356238",187
169814,188
"334931, 270716",189
407813,190
317637,191
"343588, 267367",192
"155731, 186375",193
363096,194
156455,195
"209167, 379666, 202937, 152961",196
"306656, 158408",197
424972,198
"275626, 177903",199
391288,200
329591,201
"343588, 332410, 267367",202
"355199, 298628, 216123",203
251219,204
176601,205
"426945, 174458, 186567",206
427593,207
321563,208
331265,209
341504,210
289223,211
393531,212
282391,213
"441548, 255668",214
259586,215
186659,216
"420068, 171905",217
428908,218
379666,219
314550,220
195850,221
434027,222
369258,223
429401,224
272910,225
407265,226
420068,227
417268,228
"232900, 278292",229
325941,230
336847,231
"357726, 357813",232
419708,233
308762,234
332032,235
319422,236
359999,237
338476,238
215946,239
"216849, 275626",240
382315,241
"301401, 441365",242
437211,243
"232900, 297528, 278292",244
"314550, 245646, 344719",245
389092,246
381715,247
356510,248
313924,249
402429,250
378979,251
425773,252
"378887, 393871",253
268191,254
"326869, 349955, 441706",255
407180,256
351735,257
379806,258
319196,259
331259,260
437698,261
347521,262
319420,263
319031,264
368320,265
295260,266
"410768, 386835",267
419572,268
428279,269
"422433, 422426",270
319419,271
332398,272
411367,273
436127,274
336849,275
327890,276
400922,277
"367513, 379806",278
322045,279
406767,280
328413,281
373597,282
355997,283
429653,284
418470,285
428031,286
