0,0
Indulgence,1
Samurai: The Card Game,2
"Elfenroads, King of the Elves",3
"Bohn to Be Wild!, Bohnanza, Bohnanza Fun & Easy, Bohnanza Schnupperspiel, Bohnanza: 20 Jahre, Bohnanza: Dahlias, Bohnanza: The Duel, Bohniläum, Excalibohn, Ladybohn: Manche mögen's heiss!, Landleven spel, My First Bohnanza, Rabohnzel, Sissi!: Die Bohnenkaiserin, Wendy Pferdebasar",4
"Priests of Ra, RA and Write, Ra: The Dice Game, Ratzia",5
"Baden-Württemberg Catan, Catan Geographies: Germany, Catan Histories: Merchants of Europe, Catan Histories: Rise of the Inkas, Catan Histories: Settlers of America - Trails to Rails, Catan Histories: Struggle for Rome, Catan: Ancient Egypt, Catan: Big Game Event Kit, Catan: Core + China Map, Catan: Family Edition, CATAN: New Energies, Catan: Portable Edition, CATAN: Starfarers, Catan: Traveler - Compact Edition, The Communication in Catan, A Game of Thrones: Catan - Brotherhood of the Watch, The Kids of Catan, De Kolonisten van de Lage Landen, The Settlers of Canaan, Settlers of Catan: Gallery Edition, Settlers of Catan: Rockman Edition, The Settlers of the Stone Age, The Settlers of Zarahemla, Die Siedler von Catan: Junior, Die Siedler von Nürnberg, Simply Catan, Star Trek: Catan, The Starfarers of Catan, Das Wasser des Lebens, Wien Catan",6
"Basari: Das Kartenspiel, Edel, Stein & Reich",7
"Cosmic Encounter, Cosmic Encounter, Cosmic Encounter, Cosmic Encounter Duel",8
Bazar der edlen Steine,9
Cosmic Domination,10
Robo Rally,11
Full Metal Conquête,12
Twilight Imperium: Second Edition,13
Runewars,14
Illuminati (Second Edition),15
Return to Dark Tower,16
Arkham Horror,17
"Decipher, Wordsmith",18
"Arrakis: Dawn of the Fremen, Gearworld: The Borderlands",19
"Can't Stop Express, Can't Stop the Turtles, The Mother Road: Route 66",20
"Euphrates & Tigris: Contest of Kings, HUANG, Yellow & Yangtze",21
"Airlines Europe, Union Pacific",22
Bluff Jubiläumsausgabe,23
"Medici: The Card Game, Medici: The Dice Game",24
Waterfall Park,25
