0,0
215308,1
35634,2
"180325, 229",3
"128412, 261341, 81100, 168452, 217261, 386906, 205867, 439088, 313649, 26946, 256503, 171419, 20136, 148000, 138703",4
"59753, 422796, 35503, 12589",5
"123386, 38749, 103091, 244144, 67239, 25234, 161527, 194097, 284815, 147240, 408727, 3972, 282853, 172994, 13831, 229218, 5824, 52825, 3655, 38821, 20899, 4394, 6778, 27766, 189, 24511, 117985, 1897, 5549, 144418",6
"152567, 5781",7
"39463, 40529, 40531, 298572",8
11335,9
182412,10
216201,11
16063,12
26055,13
59294,14
316093,15
256680,16
15987,17
"285570, 274296",18
"358263, 137669",19
"217547, 4082, 344268",20
"19419, 371688, 244114",21
"90419, 94",22
245136,23
"202288, 291511",24
396618,25
41239,26
"34585, 42487, 244795",27
30643,28
"325923, 426869",29
93724,30
40692,31
22666,32
5737,33
28678,34
26457,35
261424,36
184424,37
902,38
2570,39
"407232, 10681, 4991, 78436",40
169328,41
22143,42
22161,43
22160,44
263666,45
378425,46
"71304, 39435, 30852",47
90419,48
17710,49
"10093, 246960, 35052, 123185, 41863, 430813, 397841",50
115293,51
"244234, 427718",52
"329450, 718",53
"22581, 1310, 367842",54
"294127, 414315, 125605",55
40381,56
29308,57
"283355, 341165, 104363",58
368061,59
"60126, 25294",60
"91995, 15383, 295124, 350626, 63052, 331541",61
"413, 182218",62
391221,63
14254,64
429608,65
"136558, 223",66
411593,67
180325,68
"370771, 6512, 1544, 250331",69
31853,70
35047,71
"9735, 434108",72
318709,73
"37904, 6539",74
314671,75
"170408, 37198, 1829, 105134, 23010, 147523, 179719, 10383, 150049, 388331, 148036, 15045, 22551, 183880, 291741, 149296, 275280, 4324, 147568, 27961, 242649",76
5332,77
161782,78
"2698, 2339",79
342073,80
"1334, 31410, 35293, 14017",81
30365,82
"27683, 1324",83
136558,84
46007,85
214162,86
"867, 37379",87
107551,88
131646,89
135281,90
"227460, 421262",91
25685,92
"280106, 1713",93
192777,94
412230,95
430814,96
"120447, 250963",97
"375295, 178209, 244738, 378278, 290025, 178210, 404982, 160814, 220193, 122159, 235365, 211996, 255013, 17816, 325409, 183896, 314413, 350764, 280378, 140796, 162378, 425125, 272542, 35369, 272541, 219430, 149130, 36345, 439268, 18333, 356084, 117838, 73538, 156108, 302421, 102104, 246531, 268274, 246530, 318392, 246986, 8804, 328926, 334784, 438103, 29387",98
"249773, 20079",99
19591,100
29972,101
"64583, 29018",102
14522,103
177927,104
"27802, 66056",105
4388,106
7614,107
128780,108
17835,109
35265,110
8337,111
"37376, 883, 174065",112
"492, 363455",113
245645,114
